id,redemption_status
3,0.029751103
4,0.0009650049
5,0.44330177
8,1.3807153e-06
10,0.00027569174
12,9.309836e-06
13,0.012059238
16,4.5748484e-06
18,2.3879154e-05
31,0.02039303
36,0.045025248
37,6.741059e-05
38,0.0007178231
40,3.232187e-06
41,1.2011424e-05
44,0.0017648183
47,0.0048736483
49,4.6001005e-06
50,0.0002618271
53,8.881013e-06
57,0.00022696849
59,9.781217e-05
60,0.02227554
64,5.250266e-05
67,1.8180548e-05
68,7.114053e-05
70,0.005949408
73,0.001032414
76,2.0084344e-05
78,5.4525644e-05
81,0.00500562
87,9.263324e-06
89,1.5204172e-05
94,0.0001346015
96,0.033259228
98,0.011749599
100,0.00019639356
105,2.1142221e-05
108,7.364497e-05
109,0.0012552812
111,8.327244e-06
112,0.000766544
114,0.040174082
116,0.0011441028
119,0.10280706
120,7.1938935e-06
126,7.2495415e-05
127,2.9030625e-05
128,1.2264197e-06
132,1.7565833e-05
133,1.2017069e-06
138,0.00087883504
140,0.0033164378
143,0.0013468273
145,0.0004463428
147,0.0005315745
148,6.4523437e-07
149,0.03736653
150,0.0058496143
153,4.082966e-05
157,3.8836886e-05
162,0.00019519878
163,1.5773735e-06
166,2.0057485e-07
168,0.00026088543
173,0.0057428004
174,6.122188e-06
175,8.790477e-05
177,0.0047649383
178,1.8698871e-05
185,4.6087638e-07
189,0.0010887276
190,2.4871218e-07
191,1.8595095e-07
199,0.0721828
201,0.00018995944
203,4.6069454e-05
204,0.030574001
210,0.013933916
211,6.3425846e-06
212,0.00012435703
216,4.854056e-06
223,0.13289276
226,0.0060795443
227,0.00025642928
229,0.055334426
232,1.4334428e-05
234,6.903672e-05
235,3.4768154e-06
236,0.010890964
237,1.17667205e-05
244,5.294665e-06
245,8.9769965e-06
246,0.010412514
248,1.609732e-06
249,0.010051866
251,3.676996e-05
252,0.00023690888
253,9.871245e-05
256,0.00014257916
257,5.1770926e-06
258,1.6756084e-06
263,0.00027346838
268,1.0857555e-06
271,3.2374253e-06
272,0.0019175702
274,0.00025293705
276,5.6615504e-06
278,4.6844902e-06
280,3.77487e-05
281,0.00048432872
285,0.0013091249
288,2.4656338e-06
289,0.00060985866
294,2.5381743e-07
296,0.015637262
297,7.998306e-05
300,9.2087674e-07
302,0.0032094868
303,1.7069635e-05
310,2.632193e-06
311,0.014997615
312,2.0206503e-06
314,4.9040286e-06
315,2.1146968e-06
319,0.00057277473
323,0.00011189557
324,0.0070793605
327,0.0007590892
333,6.39416e-05
334,4.3439877e-07
338,8.1658027e-07
339,3.1587257e-05
340,0.0004970673
341,8.978279e-05
344,0.010988522
348,0.00024301195
349,0.035962306
350,8.826907e-05
354,0.0017754862
358,3.9720817e-05
364,4.1682233e-05
373,1.217952e-06
375,0.0005824549
376,0.00013001943
377,0.00023980801
379,3.581964e-07
381,0.000141468
382,0.0050951703
388,2.7687033e-06
390,0.0026619644
394,1.0063628e-05
396,0.0016060424
399,0.0011021553
402,4.6363604e-07
405,0.00031262447
408,1.1488737e-06
409,0.01507757
414,7.829204e-07
415,9.607957e-07
416,0.0071609886
422,0.036874462
426,7.783836e-06
427,3.6152014e-07
429,4.271071e-06
431,0.0007758423
432,0.002603335
433,4.1115632e-05
434,0.0018315502
436,0.00057699025
437,0.011671049
439,2.7252381e-06
442,0.00025656747
443,0.00033535715
444,0.036018163
448,1.40590155e-05
451,0.0004625502
453,2.6391546e-05
458,7.933927e-05
459,0.009240488
460,5.0383293e-05
462,0.00042851962
464,0.0023477762
466,0.0015388555
467,0.00033795397
471,0.0011697977
476,0.00032828774
477,0.0030259627
480,0.0033478546
481,0.004006849
482,0.004673258
489,2.7260543e-07
490,0.0018178697
493,2.1216115e-06
498,0.00042378413
500,2.809283e-05
501,1.109652e-06
509,7.003525e-07
510,0.006956334
511,0.00013714276
512,2.632193e-06
513,0.000106773565
514,5.3359877e-06
520,0.00018522114
522,1.1920467e-07
524,1.46017355e-05
527,9.219922e-05
537,1.7235387e-05
540,0.023757236
542,0.00067383464
544,2.2802271e-07
547,0.0013739137
550,1.1488737e-06
551,1.0573096e-06
552,0.0013547905
553,0.00012662481
556,4.5829718e-05
559,0.006654032
562,0.00016378329
565,2.3291361e-06
568,2.1291212e-06
573,3.3059466e-06
574,1.0062755e-05
578,2.7684984e-05
580,0.0018074629
581,0.00055304554
582,0.00448815
583,0.0010466849
585,0.00057277695
586,3.9127182e-05
587,0.0011585458
588,3.927476e-07
593,3.687085e-06
595,0.003989003
597,3.8940318e-05
600,0.0035110645
602,0.0013673499
604,0.0008078811
605,3.4884786e-05
606,2.8235881e-05
608,1.2737225e-06
610,0.0007181782
611,4.823075e-06
614,0.00016884036
616,0.004385346
619,8.862272e-05
622,0.007188559
624,0.00014252955
625,0.0002833269
627,0.00074198266
629,0.0062582875
630,1.6288128e-05
631,5.1461398e-06
632,0.016805176
633,0.1310003
636,8.8699653e-07
637,9.551842e-05
645,0.00074292085
652,1.4450834e-05
653,0.0013311121
655,8.304151e-06
658,0.0015510197
663,4.2572483e-06
668,0.0015299399
669,0.0011562367
670,4.635887e-05
674,3.896269e-06
675,2.8751847e-06
676,0.031871602
679,1.4930377e-05
685,1.256508e-05
688,7.041934e-05
690,8.2104125e-05
691,0.017929407
692,2.0414084e-06
696,4.0912797e-05
697,0.00019399218
700,0.000115636816
702,0.00031840426
703,0.00040124095
707,0.00021200073
709,4.4838484e-06
713,0.0012202448
716,0.0031551698
717,0.000259448
720,6.4427087e-07
725,0.0064627
726,2.5404452e-05
727,0.00482381
728,1.5005827e-06
729,0.0012073531
730,0.0047926647
734,0.00049804454
